#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,Button Down,End of File
10399,05-28-2023 15:40:00,30.55,42.24,16.29,,,
10400,05-28-2023 15:50:00,30.54,42.15,16.25,,,
10401,05-28-2023 16:00:00,30.55,42.22,16.28,,,
10402,05-28-2023 16:10:00,30.45,39.18,15.02,,,
10403,05-28-2023 16:20:00,28.77,37.84,12.99,,,
10404,05-28-2023 16:30:00,30.37,36.37,13.80,,,
10405,05-28-2023 16:40:00,30.66,36.03,13.91,,,
10406,05-28-2023 16:50:00,30.64,35.86,13.82,,,
10407,05-28-2023 17:00:00,30.65,35.73,13.77,,,
10408,05-28-2023 17:10:00,30.65,35.58,13.71,,,
10409,05-28-2023 17:20:00,30.62,40.24,15.59,,,
10410,05-28-2023 17:30:00,30.56,42.20,16.29,,,
10411,05-28-2023 17:40:00,30.63,42.38,16.41,,,
10412,05-28-2023 17:50:00,30.59,42.30,16.34,,,
10413,05-28-2023 18:00:00,30.62,42.33,16.38,,,
10414,05-28-2023 18:10:00,30.60,42.26,16.34,,,
10415,05-28-2023 18:20:00,30.60,42.33,16.36,,,
10416,05-28-2023 18:30:00,30.61,42.24,16.34,,,
10417,05-28-2023 18:40:00,30.57,41.96,16.21,,,
10418,05-28-2023 18:50:00,30.59,41.85,16.17,,,
10419,05-28-2023 19:00:00,30.60,41.64,16.10,,,
10420,05-28-2023 19:10:00,30.62,41.87,16.21,,,
10421,05-28-2023 19:20:00,30.60,41.92,16.21,,,
10422,05-28-2023 19:30:00,30.57,41.81,16.15,,,
10423,05-28-2023 19:40:00,30.60,41.62,16.10,,,
10424,05-28-2023 19:50:00,30.62,41.55,16.09,,,
10425,05-28-2023 20:00:00,30.62,41.35,16.02,,,
10426,05-28-2023 20:10:00,30.59,41.26,15.95,,,
10427,05-28-2023 20:20:00,30.63,41.31,16.01,,,
10428,05-28-2023 20:30:00,30.64,40.95,15.88,,,
10429,05-28-2023 20:40:00,30.61,40.84,15.81,,,
10430,05-28-2023 20:50:00,30.63,40.79,15.81,,,
10431,05-28-2023 21:00:00,29.87,38.66,14.30,,,
10432,05-28-2023 21:10:00,29.63,38.55,14.04,,,
10433,05-28-2023 21:20:00,29.62,38.56,14.04,,,
10434,05-28-2023 21:30:00,29.63,38.42,13.99,,,
10435,05-28-2023 21:40:00,29.59,38.39,13.94,,,
10436,05-28-2023 21:50:00,28.89,38.58,13.40,,,
10437,05-28-2023 22:00:00,23.49,47.10,11.57,,,
10438,05-28-2023 22:10:00,20.70,55.16,11.40,,,
10439,05-28-2023 22:20:00,20.20,56.76,11.37,,,
10440,05-28-2023 22:30:00,20.05,57.10,11.32,,,
10441,05-28-2023 22:40:00,20.02,57.07,11.28,,,
10442,05-28-2023 22:50:00,19.99,56.98,11.23,,,
10443,05-28-2023 23:00:00,20.01,56.83,11.21,,,
10444,05-28-2023 23:10:00,20.01,56.72,11.18,,,
10445,05-28-2023 23:20:00,20.01,56.42,11.10,,,
10446,05-28-2023 23:30:00,19.99,55.99,10.96,,,
10447,05-28-2023 23:40:00,19.98,56.19,11.01,,,
10448,05-28-2023 23:50:00,19.95,56.23,10.99,,,
10449,05-29-2023 00:00:00,19.97,56.23,11.01,,,
10450,05-29-2023 00:10:00,19.96,56.26,11.00,,,
10451,05-29-2023 00:20:00,19.94,56.11,10.94,,,
10452,05-29-2023 00:30:00,19.92,56.30,10.98,,,
10453,05-29-2023 00:40:00,19.95,56.15,10.96,,,
10454,05-29-2023 00:50:00,19.96,56.13,10.97,,,
10455,05-29-2023 01:00:00,19.91,56.16,10.94,,,
10456,05-29-2023 01:10:00,19.92,55.92,10.88,,,
10457,05-29-2023 01:20:00,19.94,55.77,10.85,,,
10458,05-29-2023 01:30:00,19.92,55.60,10.80,,,
10459,05-29-2023 01:40:00,19.94,55.53,10.79,,,
10460,05-29-2023 01:50:00,19.91,55.30,10.71,,,
10461,05-29-2023 02:00:00,19.92,55.17,10.68,,,
10462,05-29-2023 02:10:00,19.90,55.24,10.68,,,
10463,05-29-2023 02:20:00,19.92,55.09,10.66,,,
10464,05-29-2023 02:30:00,19.94,54.89,10.61,,,
10465,05-29-2023 02:40:00,19.92,54.52,10.50,,,
10466,05-29-2023 02:50:00,19.92,54.23,10.42,,,
10467,05-29-2023 03:00:00,19.90,54.12,10.37,,,
10468,05-29-2023 03:10:00,19.92,53.90,10.33,,,
10469,05-29-2023 03:20:00,19.90,53.92,10.32,,,
10470,05-29-2023 03:30:00,19.92,53.47,10.21,,,
10471,05-29-2023 03:40:00,19.92,53.23,10.14,,,
10472,05-29-2023 03:50:00,19.92,52.92,10.06,,,
10473,05-29-2023 04:00:00,19.90,52.73,9.98,,,
10474,05-29-2023 04:10:00,19.91,52.55,9.94,,,
10475,05-29-2023 04:20:00,19.91,52.42,9.90,,,
10476,05-29-2023 04:30:00,19.91,52.33,9.88,,,
10477,05-29-2023 04:40:00,19.92,52.30,9.88,,,
10478,05-29-2023 04:50:00,19.92,52.19,9.85,,,
10479,05-29-2023 05:00:00,19.90,52.15,9.82,,,
10480,05-29-2023 05:10:00,19.89,52.07,9.78,,,
10481,05-29-2023 05:20:00,19.91,51.95,9.77,,,
10482,05-29-2023 05:30:00,19.92,52.64,9.98,,,
10483,05-29-2023 05:40:00,23.66,51.11,12.98,,,
10484,05-29-2023 05:50:00,28.75,44.74,15.57,,,
10485,05-29-2023 06:00:00,30.04,40.10,15.02,,,
10486,05-29-2023 06:10:00,30.33,39.04,14.86,,,
10487,05-29-2023 06:20:00,30.40,38.65,14.77,,,
10488,05-29-2023 06:30:00,30.40,38.33,14.64,,,
10489,05-29-2023 06:40:00,30.42,38.11,14.57,,,
10490,05-29-2023 06:50:00,30.46,38.13,14.61,,,
10491,05-29-2023 07:00:00,30.49,38.13,14.64,,,
10492,05-29-2023 07:10:00,30.48,38.19,14.65,,,
10493,05-29-2023 07:20:00,30.47,38.23,14.66,,,
10494,05-29-2023 07:30:00,30.50,38.40,14.75,,,
10495,05-29-2023 07:40:00,30.50,38.37,14.74,,,
10496,05-29-2023 07:50:00,30.48,38.32,14.70,,,
10497,05-29-2023 08:00:00,30.52,38.36,14.76,,,
10498,05-29-2023 08:10:00,30.50,38.70,14.88,,,
10499,05-29-2023 08:20:00,30.54,39.01,15.04,,,
10500,05-29-2023 08:30:00,30.49,39.22,15.07,,,
10501,05-29-2023 08:40:00,30.53,39.26,15.13,,,
10502,05-29-2023 08:50:00,30.52,39.22,15.10,,,
10503,05-29-2023 09:00:00,30.54,38.90,14.99,,,
10504,05-29-2023 09:10:00,30.52,38.75,14.91,,,
10505,05-29-2023 09:20:00,30.52,38.74,14.91,,,
10506,05-29-2023 09:30:00,30.55,38.70,14.92,,,
10507,05-29-2023 09:40:00,30.52,38.98,15.01,,,
10508,05-29-2023 09:50:00,30.56,39.35,15.19,,,
10509,05-29-2023 10:00:00,30.55,39.63,15.29,,,
10510,05-29-2023 10:10:00,30.54,39.75,15.33,,,
10511,05-29-2023 10:20:00,30.55,39.84,15.38,,,
10512,05-29-2023 10:30:00,30.55,40.02,15.45,,,
10513,05-29-2023 10:40:00,30.59,39.94,15.44,,,
10514,05-29-2023 10:50:00,30.57,40.00,15.46,,,
10515,05-29-2023 11:00:00,30.55,40.09,15.47,,,
10516,05-29-2023 11:10:00,30.57,40.21,15.54,,,
10517,05-29-2023 11:20:00,30.57,40.31,15.58,,,
10518,05-29-2023 11:30:00,30.56,40.31,15.57,,,
10519,05-29-2023 11:40:00,30.57,40.35,15.59,,,
10520,05-29-2023 11:50:00,30.60,40.55,15.69,,,
10521,05-29-2023 12:00:00,30.60,40.42,15.64,,,
10522,05-29-2023 12:10:00,30.55,40.36,15.58,,,
10523,05-29-2023 12:20:00,30.59,40.52,15.67,,,
10524,05-29-2023 12:30:00,30.57,40.59,15.68,,,
10525,05-29-2023 12:40:00,30.59,40.65,15.72,,,
10526,05-29-2023 12:50:00,30.56,40.74,15.74,,,
10527,05-29-2023 13:00:00,30.55,40.71,15.71,,,
10528,05-29-2023 13:10:00,30.60,40.71,15.75,,,
10529,05-29-2023 13:20:00,30.56,40.58,15.67,,,
10530,05-29-2023 13:30:00,30.60,40.77,15.77,,,
10531,05-29-2023 13:40:00,30.60,40.81,15.79,,,
10532,05-29-2023 13:50:00,30.56,40.77,15.75,,,
10533,05-29-2023 14:00:00,30.57,40.51,15.65,,,
10534,05-29-2023 14:10:00,30.57,40.87,15.79,,,
10535,05-29-2023 14:20:00,30.59,40.85,15.79,,,
10536,05-29-2023 14:30:00,30.56,41.16,15.90,,,
10537,05-29-2023 14:40:00,30.59,41.27,15.95,,,
10538,05-29-2023 14:50:00,30.59,41.62,16.09,,,
10539,05-29-2023 15:00:00,30.57,41.56,16.05,,,
10540,05-29-2023 15:10:00,30.57,41.70,16.11,,,
10541,05-29-2023 15:20:00,30.57,41.40,15.99,,,
10542,05-29-2023 15:30:00,30.57,41.19,15.92,,,
10543,05-29-2023 15:40:00,30.57,41.25,15.94,,,
10544,05-29-2023 15:50:00,30.60,41.38,16.01,,,
10545,05-29-2023 16:00:00,30.61,41.65,16.12,,,
10546,05-29-2023 16:10:00,30.18,38.28,14.42,,,
10547,05-29-2023 16:20:00,30.27,40.42,15.35,,,
10548,05-29-2023 16:30:00,30.62,41.49,16.07,,,
10549,05-29-2023 16:40:00,30.65,41.49,16.10,,,
10550,05-29-2023 16:50:00,30.63,41.54,16.09,,,
10551,05-29-2023 17:00:00,30.67,41.54,16.13,,,
10552,05-29-2023 17:10:00,30.65,41.15,15.97,,,
10553,05-29-2023 17:20:00,30.64,40.57,15.73,,,
10554,05-29-2023 17:30:00,30.63,40.37,15.65,,,
10555,05-29-2023 17:40:00,30.65,40.33,15.65,,,
10556,05-29-2023 17:50:00,30.64,40.25,15.61,,,
10557,05-29-2023 18:00:00,30.66,40.19,15.61,,,
10558,05-29-2023 18:10:00,30.66,40.34,15.66,,,
10559,05-29-2023 18:20:00,30.65,40.29,15.64,,,
10560,05-29-2023 18:30:00,30.66,40.37,15.68,,,
10561,05-29-2023 18:40:00,30.67,40.44,15.71,,,
10562,05-29-2023 18:50:00,30.67,40.40,15.70,,,
10563,05-29-2023 19:00:00,30.67,39.77,15.45,,,
10564,05-29-2023 19:10:00,30.64,39.60,15.36,,,
10565,05-29-2023 19:20:00,30.64,39.39,15.27,,,
10566,05-29-2023 19:30:00,30.66,39.32,15.27,,,
10567,05-29-2023 19:40:00,30.65,39.48,15.32,,,
10568,05-29-2023 19:50:00,30.64,39.52,15.33,,,
10569,05-29-2023 20:00:00,30.64,39.23,15.21,,,
10570,05-29-2023 20:10:00,30.63,38.49,14.91,,,
10571,05-29-2023 20:20:00,30.65,38.41,14.89,,,
10572,05-29-2023 20:30:00,30.63,38.03,14.72,,,
10573,05-29-2023 20:40:00,30.64,37.86,14.66,,,
10574,05-29-2023 20:50:00,30.64,37.64,14.57,,,
10575,05-29-2023 21:00:00,29.83,35.48,12.95,,,
10576,05-29-2023 21:10:00,29.64,35.17,12.64,,,
10577,05-29-2023 21:20:00,29.62,34.98,12.54,,,
10578,05-29-2023 21:30:00,29.62,34.48,12.32,,,
10579,05-29-2023 21:40:00,29.63,33.55,11.92,,,
10580,05-29-2023 21:50:00,28.97,33.29,11.22,,,
10581,05-29-2023 22:00:00,23.69,39.73,9.21,,,
10582,05-29-2023 22:10:00,20.78,46.13,8.80,,,
10583,05-29-2023 22:20:00,20.16,47.36,8.62,,,
10584,05-29-2023 22:30:00,20.03,47.57,8.57,,,
10585,05-29-2023 22:40:00,19.97,47.65,8.54,,,
10586,05-29-2023 22:50:00,19.96,47.52,8.49,,,
10587,05-29-2023 23:00:00,19.97,47.15,8.38,,,
10588,05-29-2023 23:10:00,19.92,46.98,8.29,,,
10589,05-29-2023 23:20:00,19.94,46.93,8.28,,,
10590,05-29-2023 23:30:00,19.92,46.84,8.24,,,
10591,05-29-2023 23:40:00,19.91,46.77,8.21,,,
10592,05-29-2023 23:50:00,19.92,46.53,8.15,,,
10593,05-30-2023 00:00:00,19.87,46.40,8.06,,,
10594,05-30-2023 00:10:00,19.87,46.26,8.01,,,
10595,05-30-2023 00:20:00,19.87,46.34,8.04,,,
10596,05-30-2023 00:30:00,19.89,46.63,8.15,,,
10597,05-30-2023 00:40:00,19.88,46.72,8.17,,,
10598,05-30-2023 00:50:00,19.86,46.93,8.21,,,
10599,05-30-2023 01:00:00,19.86,47.00,8.23,,,
10600,05-30-2023 01:10:00,19.88,47.17,8.31,,,
10601,05-30-2023 01:20:00,19.85,47.34,8.33,,,
10602,05-30-2023 01:30:00,19.85,47.49,8.38,,,
10603,05-30-2023 01:40:00,19.85,47.78,8.47,,,
10604,05-30-2023 01:50:00,19.86,47.93,8.52,,,
10605,05-30-2023 02:00:00,19.87,48.08,8.58,,,
10606,05-30-2023 02:10:00,19.83,48.21,8.58,,,
10607,05-30-2023 02:20:00,19.83,48.08,8.54,,,
10608,05-30-2023 02:30:00,19.83,47.99,8.51,,,
10609,05-30-2023 02:40:00,19.86,47.94,8.53,,,
10610,05-30-2023 02:50:00,19.86,48.00,8.55,,,
10611,05-30-2023 03:00:00,19.85,47.99,8.53,,,
10612,05-30-2023 03:10:00,19.88,47.92,8.54,,,
10613,05-30-2023 03:20:00,19.87,48.13,8.59,,,
10614,05-30-2023 03:30:00,19.85,48.13,8.57,,,
10615,05-30-2023 03:40:00,19.84,48.30,8.62,,,
10616,05-30-2023 03:50:00,19.83,48.30,8.61,,,
10617,05-30-2023 04:00:00,19.85,48.23,8.61,,,
10618,05-30-2023 04:10:00,19.84,48.00,8.53,,,
10619,05-30-2023 04:20:00,19.86,47.76,8.47,,,
10620,05-30-2023 04:30:00,19.83,47.51,8.36,,,
10621,05-30-2023 04:40:00,19.86,47.40,8.36,,,
10622,05-30-2023 04:50:00,19.84,47.30,8.31,,,
10623,05-30-2023 05:00:00,19.82,47.15,8.24,,,
10624,05-30-2023 05:10:00,19.85,47.07,8.25,,,
10625,05-30-2023 05:20:00,19.84,46.80,8.15,,,
10626,05-30-2023 05:30:00,19.83,47.09,8.23,,,
10627,05-30-2023 05:40:00,23.58,45.92,11.28,,,
10628,05-30-2023 05:50:00,28.72,40.22,13.88,,,
10629,05-30-2023 06:00:00,30.10,35.97,13.39,,,
10630,05-30-2023 06:10:00,30.40,35.03,13.25,,,
10631,05-30-2023 06:20:00,30.49,34.71,13.19,,,
10632,05-30-2023 06:30:00,30.49,34.57,13.12,,,
10633,05-30-2023 06:40:00,30.49,34.54,13.11,,,
10634,05-30-2023 06:50:00,30.52,34.48,13.11,,,
10635,05-30-2023 07:00:00,30.56,34.36,13.10,,,
10636,05-30-2023 07:10:00,30.50,34.38,13.05,,,
10637,05-30-2023 07:20:00,30.56,34.39,13.11,,,
10638,05-30-2023 07:30:00,30.54,34.34,13.07,,,
10639,05-30-2023 07:40:00,30.57,34.38,13.11,,,
10640,05-30-2023 07:50:00,30.57,34.36,13.10,,,
10641,05-30-2023 08:00:00,30.57,34.37,13.11,,,
10642,05-30-2023 08:10:00,30.60,34.40,13.14,,,
10643,05-30-2023 08:20:00,30.60,34.40,13.14,,,
10644,05-30-2023 08:30:00,30.61,34.41,13.16,,,
10645,05-30-2023 08:40:00,30.61,34.48,13.19,,,
10646,05-30-2023 08:50:00,30.63,34.61,13.26,,,
10647,05-30-2023 09:00:00,30.63,34.69,13.30,,,
10648,05-30-2023 09:10:00,30.63,34.79,13.34,,,
10649,05-30-2023 09:20:00,30.65,34.90,13.41,,,
10650,05-30-2023 09:30:00,30.63,35.03,13.45,,,
10651,05-30-2023 09:40:00,30.64,35.00,13.45,,,
10652,05-30-2023 09:50:00,30.63,34.96,13.42,,,
10653,05-30-2023 10:00:00,30.64,35.05,13.47,,,
10654,05-30-2023 10:10:00,30.62,35.25,13.54,,,
10655,05-30-2023 10:20:00,30.62,35.28,13.55,,,
10656,05-30-2023 10:30:00,30.64,35.26,13.56,,,
10657,05-30-2023 10:40:00,30.63,35.29,13.56,,,
10658,05-30-2023 10:50:00,30.64,35.17,13.52,,,
10659,05-30-2023 11:00:00,30.64,35.08,13.48,,,
10660,05-30-2023 11:10:00,30.64,35.03,13.46,,,
10661,05-30-2023 11:20:00,30.66,35.08,13.50,,,
10662,05-30-2023 11:30:00,30.65,35.14,13.52,,,
10663,05-30-2023 11:40:00,30.64,35.19,13.53,,,
10664,05-30-2023 11:50:00,30.65,35.08,13.49,,,
10665,05-30-2023 12:00:00,30.65,34.97,13.44,,,
10666,05-30-2023 12:10:00,30.64,35.41,13.62,,,
10667,05-30-2023 12:20:00,30.65,35.76,13.79,,,
10668,05-30-2023 12:30:00,30.66,36.00,13.90,,,
10669,05-30-2023 12:40:00,30.68,36.16,13.99,,,
10670,05-30-2023 12:50:00,30.65,36.18,13.96,,,
10671,05-30-2023 13:00:00,30.65,36.20,13.98,,,
10672,05-30-2023 13:10:00,30.66,36.32,14.03,,,
10673,05-30-2023 13:20:00,30.63,36.18,13.95,,,
10674,05-30-2023 13:30:00,30.65,36.07,13.92,,,
10675,05-30-2023 13:40:00,30.66,35.78,13.80,,,
10676,05-30-2023 13:50:00,30.67,35.60,13.74,,,
10677,05-30-2023 14:00:00,30.65,35.43,13.64,,,
10678,05-30-2023 14:10:00,30.65,35.45,13.65,,,
10679,05-30-2023 14:20:00,30.67,35.41,13.65,,,
10680,05-30-2023 14:30:00,30.64,35.31,13.58,,,
10681,05-30-2023 14:40:00,30.69,35.11,13.54,,,
10682,05-30-2023 14:50:00,30.66,35.11,13.51,,,
10683,05-30-2023 15:00:00,30.62,35.07,13.46,,,
10684,05-30-2023 15:10:00,30.65,34.78,13.36,,,
10685,05-30-2023 15:20:00,30.66,34.66,13.32,,,
10686,05-30-2023 15:30:00,30.63,34.68,13.29,,,
10687,05-30-2023 15:40:00,30.67,34.73,13.35,,,
10688,05-30-2023 15:50:00,30.68,35.04,13.50,,,
10689,05-30-2023 16:00:00,30.67,34.98,13.46,,,
10690,05-30-2023 16:10:00,30.21,34.34,12.78,,,
10691,05-30-2023 16:20:00,29.64,29.35,9.91,,,
10692,05-30-2023 16:30:00,30.27,34.84,13.06,,,
10693,05-30-2023 16:40:00,30.68,34.99,13.48,,,
10694,05-30-2023 16:50:00,30.68,34.73,13.36,,,
10695,05-30-2023 17:00:00,30.67,34.56,13.28,,,
10696,05-30-2023 17:10:00,30.71,34.21,13.16,,,
10697,05-30-2023 17:20:00,30.72,34.29,13.20,,,
10698,05-30-2023 17:30:00,30.74,34.10,13.13,,,
10699,05-30-2023 17:40:00,30.77,33.86,13.05,,,
10700,05-30-2023 17:50:00,30.76,33.29,12.78,,,
10701,05-30-2023 18:00:00,30.72,33.07,12.65,,,
10702,05-30-2023 18:10:00,30.68,32.84,12.51,,,
10703,05-30-2023 18:20:00,30.70,32.80,12.51,,,
10704,05-30-2023 18:30:00,30.70,32.81,12.51,,,
10705,05-30-2023 18:40:00,30.74,32.62,12.45,,,
10706,05-30-2023 18:50:00,30.77,32.57,12.45,,,
10707,05-30-2023 19:00:00,30.72,32.51,12.39,,,
10708,05-30-2023 19:10:00,30.69,32.45,12.33,,,
10709,05-30-2023 19:20:00,30.71,32.42,12.34,,,
10710,05-30-2023 19:30:00,30.74,32.25,12.28,,,
10711,05-30-2023 19:40:00,30.74,32.24,12.27,,,
10712,05-30-2023 19:50:00,30.72,32.20,12.24,,,
10713,05-30-2023 20:00:00,30.75,32.14,12.24,,,
10714,05-30-2023 20:10:00,30.72,32.21,12.25,,,
10715,05-30-2023 20:20:00,30.76,32.01,12.18,,,
10716,05-30-2023 20:30:00,30.70,32.14,12.20,,,
10717,05-30-2023 20:40:00,30.67,32.14,12.17,,,
10718,05-30-2023 20:50:00,30.72,32.05,12.18,,,
10719,05-30-2023 21:00:00,30.74,31.87,12.10,,,
10720,05-30-2023 21:10:00,30.61,31.65,11.88,,,
10721,05-30-2023 21:20:00,29.85,30.68,10.75,,,
10722,05-30-2023 21:30:00,29.66,30.75,10.63,,,
10723,05-30-2023 21:40:00,29.63,30.76,10.61,,,
10724,05-30-2023 21:50:00,28.95,30.89,10.08,,,
10725,05-30-2023 22:00:00,23.83,37.30,8.40,,,
10726,05-30-2023 22:10:00,20.77,44.19,8.16,,,
10727,05-30-2023 22:20:00,20.25,42.03,6.95,,,
10728,05-30-2023 22:30:00,20.13,39.04,5.77,,,
10729,05-30-2023 22:40:00,20.09,38.68,5.60,,,
10730,05-30-2023 22:50:00,20.07,38.38,5.48,,,
10731,05-30-2023 23:00:00,20.01,38.09,5.31,,,
10732,05-30-2023 23:10:00,20.01,37.88,5.23,,,
10733,05-30-2023 23:20:00,20.03,37.66,5.17,,,
10734,05-30-2023 23:30:00,20.02,37.60,5.13,,,
10735,05-30-2023 23:40:00,20.04,37.56,5.14,,,
10736,05-30-2023 23:50:00,20.01,37.53,5.10,,,
10737,05-31-2023 00:00:00,20.01,37.47,5.08,,,
10738,05-31-2023 00:10:00,19.99,37.42,5.04,,,
10739,05-31-2023 00:20:00,20.00,37.22,4.97,,,
10740,05-31-2023 00:30:00,19.98,37.10,4.91,,,
10741,05-31-2023 00:40:00,19.97,36.96,4.84,,,
10742,05-31-2023 00:50:00,19.98,42.47,6.86,,,
10743,05-31-2023 01:00:00,19.96,43.67,7.25,,,
10744,05-31-2023 01:10:00,19.95,43.59,7.21,,,
10745,05-31-2023 01:20:00,19.96,43.49,7.18,,,
10746,05-31-2023 01:30:00,19.94,43.28,7.09,,,
10747,05-31-2023 01:40:00,19.94,43.33,7.11,,,
10748,05-31-2023 01:50:00,19.95,43.90,7.31,,,
10749,05-31-2023 02:00:00,19.91,44.34,7.43,,,
10750,05-31-2023 02:10:00,19.94,44.77,7.59,,,
10751,05-31-2023 02:20:00,19.91,44.96,7.63,,,
10752,05-31-2023 02:30:00,19.96,44.69,7.58,,,
10753,05-31-2023 02:40:00,19.94,44.74,7.58,,,
10754,05-31-2023 02:50:00,19.95,44.86,7.63,,,
10755,05-31-2023 03:00:00,19.95,44.88,7.64,,,
10756,05-31-2023 03:10:00,19.92,44.94,7.63,,,
10757,05-31-2023 03:20:00,19.95,45.09,7.70,,,
10758,05-31-2023 03:30:00,19.94,44.94,7.65,,,
10759,05-31-2023 03:40:00,19.92,44.88,7.62,,,
10760,05-31-2023 03:50:00,19.89,44.95,7.61,,,
10761,05-31-2023 04:00:00,19.90,44.96,7.62,,,
10762,05-31-2023 04:10:00,19.89,45.12,7.66,,,
10763,05-31-2023 04:20:00,19.92,45.28,7.75,,,
10764,05-31-2023 04:30:00,19.92,45.51,7.82,,,
10765,05-31-2023 04:40:00,19.90,45.61,7.83,,,
10766,05-31-2023 04:50:00,19.92,45.67,7.87,,,
10767,05-31-2023 05:00:00,19.92,45.63,7.86,,,
10768,05-31-2023 05:10:00,19.94,45.50,7.83,,,
10769,05-31-2023 05:20:00,20.58,45.21,8.32,,,
10770,05-31-2023 05:30:00,20.89,48.17,9.54,,,
10771,05-31-2023 05:40:00,23.82,47.07,11.87,,,
10772,05-31-2023 05:50:00,28.78,37.25,12.76,,,
10773,05-31-2023 06:00:00,30.17,33.91,12.55,,,
10774,05-31-2023 06:10:00,30.49,33.06,12.44,,,
10775,05-31-2023 06:20:00,30.57,32.87,12.43,,,
10776,05-31-2023 06:30:00,30.60,32.85,12.44,,,
10777,05-31-2023 06:40:00,30.63,32.95,12.51,,,
10778,05-31-2023 06:50:00,30.64,32.81,12.46,,,
10779,05-31-2023 07:00:00,30.72,32.84,12.55,,,
10780,05-31-2023 07:10:00,30.68,32.73,12.46,,,
10781,05-31-2023 07:20:00,30.67,32.87,12.51,,,
10782,05-31-2023 07:30:00,30.70,32.94,12.57,,,
10783,05-31-2023 07:40:00,30.71,33.14,12.67,,,
10784,05-31-2023 07:50:00,30.67,33.18,12.66,,,
10785,05-31-2023 08:00:00,30.66,33.22,12.67,,,
10786,05-31-2023 08:10:00,30.69,33.26,12.71,,,
10787,05-31-2023 08:20:00,30.79,33.29,12.81,,,
10788,05-31-2023 08:30:00,30.81,33.41,12.88,,,
10789,05-31-2023 08:40:00,30.74,33.51,12.86,,,
10790,05-31-2023 08:50:00,30.74,33.51,12.86,,,
10791,05-31-2023 09:00:00,30.72,33.48,12.84,,,
10792,05-31-2023 09:10:00,30.74,33.55,12.88,,,
10793,05-31-2023 09:20:00,30.71,33.56,12.87,,,
10794,05-31-2023 09:30:00,30.68,33.59,12.85,,,
10795,05-31-2023 09:40:00,30.74,33.58,12.89,,,
10796,05-31-2023 09:50:00,30.71,33.51,12.84,,,
10797,05-31-2023 10:00:00,30.72,33.73,12.95,,,
10798,05-31-2023 10:10:00,30.74,33.73,12.96,,,
10799,05-31-2023 10:20:00,30.81,33.70,13.01,,,
10800,05-31-2023 10:30:00,30.77,33.88,13.06,,,
10801,05-31-2023 10:40:00,30.76,33.99,13.10,,,
10802,05-31-2023 10:50:00,30.76,34.02,13.11,,,
10803,05-31-2023 11:00:00,30.76,34.01,13.11,,,
10804,05-31-2023 11:10:00,30.76,34.16,13.18,,,
10805,05-31-2023 11:20:00,30.78,34.06,13.15,,,
10806,05-31-2023 11:30:00,30.76,34.21,13.20,,,
10807,05-31-2023 11:40:00,30.75,34.28,13.22,,,
10808,05-31-2023 11:50:00,30.75,34.27,13.21,,,
10809,05-31-2023 12:00:00,30.74,34.29,13.22,,,
10810,05-31-2023 12:10:00,30.75,34.29,13.23,,,
10811,05-31-2023 12:20:00,30.74,34.36,13.25,,,
10812,05-31-2023 12:30:00,30.74,34.23,13.19,,,
10813,05-31-2023 12:40:00,30.79,34.21,13.23,,,
10814,05-31-2023 12:50:00,30.76,34.08,13.14,,,
10815,05-31-2023 13:00:00,30.79,34.30,13.26,,,
10816,05-31-2023 13:10:00,30.78,34.45,13.32,,,
10817,05-31-2023 13:20:00,30.77,34.69,13.42,,,
10818,05-31-2023 13:30:00,30.75,34.74,13.42,,,
10819,05-31-2023 13:40:00,30.82,34.88,13.55,,,
10820,05-31-2023 13:50:00,30.78,35.07,13.60,,,
10821,05-31-2023 14:00:00,30.77,35.09,13.60,,,
10822,05-31-2023 14:10:00,30.79,35.12,13.63,,,
10823,05-31-2023 14:20:00,30.85,35.01,13.64,,,
10824,05-31-2023 14:30:00,30.78,34.41,13.31,,,
10825,05-31-2023 14:40:00,30.75,34.56,13.34,,,
10826,05-31-2023 14:50:00,30.79,34.64,13.42,,,
10827,05-31-2023 15:00:00,30.78,34.77,13.47,,,
10828,05-31-2023 15:10:00,30.77,34.87,13.50,,,
10829,05-31-2023 15:20:00,30.80,34.74,13.47,,,
10830,05-31-2023 15:30:00,30.82,34.52,13.39,,,
10831,05-31-2023 15:40:00,30.79,34.21,13.23,,,
10832,05-31-2023 15:50:00,30.78,34.01,13.13,,,
10833,05-31-2023 16:00:00,30.77,33.94,13.09,,,
10834,05-31-2023 16:10:00,30.57,33.24,12.60,,,
10835,05-31-2023 16:20:00,29.21,30.84,10.28,,,
10836,05-31-2023 16:30:00,30.46,32.67,12.23,,,
10837,05-31-2023 16:40:00,30.69,32.73,12.46,,,
10838,05-31-2023 16:50:00,30.71,32.59,12.42,,,
10839,05-31-2023 17:00:00,30.74,32.33,12.32,,,
10840,05-31-2023 17:10:00,30.74,32.33,12.32,,,
10841,05-31-2023 17:20:00,30.74,31.88,12.10,,,
10842,05-31-2023 17:30:00,30.69,31.53,11.90,,,
10843,05-31-2023 17:40:00,30.70,31.21,11.75,,,
10844,05-31-2023 17:50:00,30.74,31.13,11.74,,,
10845,05-31-2023 18:00:00,30.74,31.08,11.72,,,
10846,05-31-2023 18:10:00,30.72,31.11,11.72,,,
10847,05-31-2023 18:20:00,30.74,31.18,11.76,,,
